subject,predicate,object
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Lịch_sử___Luật
http://example.org/sgu#includes,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Hợp_tác_quốc_tế
http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế,http://example.org/sgu#offersProgram,http://example.org/sgu#Học_bổng_của_Bộ_Giáo_dục_Đài_Loan
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Tiếng_Anh___Quốc_tế_học
http://example.org/sgu#Dự_án_nghiên_cứu_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hợp_tác_quốc_tế
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_chất_lượng_cao
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Tạp_chí_Khoa_học,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Hợp_tác_quốc_tế,http://example.org/sgu#includes,http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Mỹ_thuật___Quản_lý_Giáo_dục
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_giáo_dục_thường_xuyên
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasPurpose,http://example.org/sgu#Tôn_chỉ__mục_đích_hoạt_động
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Các_trung_tâm_trực_thuộc
http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_liên_kết_đào_tạo_khác
http://example.org/sgu#Chương_trình_đại_trà,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Ngữ_Văn___Quản_trị_Kinh_doanh
http://example.org/sgu#hasDegree,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Bài_báo_Khoa_học_và_báo_cáo_tham_luận,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Giảng_viên_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Trình_độ_Tiến_sĩ
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Ban_lãnh_đạo
http://example.org/sgu#hasSubmissionGuidelines,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quy_định_chung_về_bài_báo_khoa_học
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Địa_lý___Kỹ_thuật_Điện
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giảng_viên_1
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_đại_trà
http://example.org/sgu#Trình_độ_Tiến_sĩ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Hóa_học___Kỹ_thuật_Điện_tử___Viễn_thông
http://example.org/sgu#Sư_phạm_Lịch_sử___Luật,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Tôn_chỉ__mục_đích_hoạt_động,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Ngôn_ngữ_học
http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#includes,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Trình_độ_Sau_Đại_học,http://example.org/sgu#offersProgram,http://example.org/sgu#Hóa_hữu_cơ___Quản_trị_Kinh_doanh
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#CNKT_Điện__Điện_tử___Thông_tin___Thư_viện
http://example.org/sgu#Công_nghệ_Kỹ_thuật_Môi_trường___Toán_Ứng_dụng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trình_độ_Tiến_sĩ,http://example.org/sgu#offersProgram,http://example.org/sgu#Quản_lý_Giáo_dục
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Ban_lãnh_đạo
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Các_khoa_chuyên_môn
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#CNKT_Điện_tử___Viễn_thông___Thanh_nhạc
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasSubmissionGuidelines,http://example.org/sgu#Quy_định_chung_về_bài_báo_khoa_học
http://example.org/sgu#Đơn_vị_trực_thuộc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Giáo_dục_thường_xuyên,http://example.org/sgu#offersProgram,http://example.org/sgu#Đào_tạo_Đại_học_liên_thông
http://example.org/sgu#CNKT_Điện_tử___Viễn_thông___Thanh_nhạc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Hóa_học___Kỹ_thuật_Điện_tử___Viễn_thông,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Hệ_chính_quy
http://example.org/sgu#Khoa_Nghệ_thuật,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#CNKT_Điện__Điện_tử___Thông_tin___Thư_viện,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Học_bổng_toàn_phần_của_Bộ_Y_tế_Singapore
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Các_khoa_chuyên_môn
http://example.org/sgu#Trình_độ_Sau_Đại_học,http://example.org/sgu#offersProgram,http://example.org/sgu#Hóa_lý_thuyết_và_Hóa_lý___Tài_chính___Ngân_hàng
http://example.org/sgu#hasSubmissionFormat,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hợp_tác_quốc_tế_2
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quyền_lợi_sinh_viên_NCKH
http://example.org/sgu#Quản_trị_Kinh_doanh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#conductsResearch,http://example.org/sgu#Bài_báo_Khoa_học_và_báo_cáo_tham_luận
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_chính_quy
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Công_tác_đối_ngoại,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Đào_tạo_văn_bằng_thứ_hai,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Giáo_dục_thường_xuyên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#includes,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Công_tác_đối_ngoại
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Kỹ_thuật
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Trình_độ_Sau_Đại_học
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDegree,http://example.org/sgu#Tiến_sĩ
http://example.org/sgu#Quản_lý_Giáo_dục,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Cử_nhân,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Mỹ_thuật___Quản_lý_Giáo_dục,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Chương_trình_đại_trà,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Khoa_học_Tự_nhiên___Kỹ_thuật_Phần_mềm
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasInternationalCooperation,http://example.org/sgu#Hợp_tác_quốc_tế_1
http://example.org/sgu#hasPurpose,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quản_lý_Giáo_dục
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đào_tạo_văn_bằng_thứ_hai
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Vật_lý___Tâm_lý_học
http://example.org/sgu#hasSubmissionFormat,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn
http://example.org/sgu#hasSubmissionFormat,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Thể_lệ_gửi_bài_đăng
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Toán_học___Tài_chính___Ngân_hàng
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_liên_kết_đào_tạo_khác
http://example.org/sgu#Hệ_chính_quy,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_chất_lượng_cao
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasSubmissionFormat,http://example.org/sgu#Thể_lệ_gửi_bài_đăng
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Lịch_sử___Địa_lý___Ngôn_ngữ_Anh
http://example.org/sgu#Lịch_sử_Việt_Nam___Văn_học_Việt_Nam,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trình_độ_Tiến_sĩ,http://example.org/sgu#offersProgram,http://example.org/sgu#Lịch_sử_Việt_Nam
http://example.org/sgu#Toán_Giải_tích,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Khoa_học_Máy_tính___Toán_Giải_tích,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_học_Máy_tính___Toán_Giải_tích
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#conductsResearch,http://example.org/sgu#Đề_tài_Nghiên_cứu_khoa_học_cấp_cơ_sở
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#hasPurpose,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn
http://example.org/sgu#Công_nghệ_Thông_tin___Việt_Nam_học,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Công_nghệ_Kỹ_thuật_Môi_trường___Toán_Ứng_dụng
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_Tiểu_học___Khoa_học_Môi_trường
http://example.org/sgu#includes,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế
http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_đào_tạo_tiếng_Hoa
http://example.org/sgu#Quyền_lợi_sinh_viên_NCKH,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Hóa_hữu_cơ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Đề_tài_Nghiên_cứu_khoa_học_cấp_cơ_sở,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#SGU,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://example.org/sgu#Tiến_sĩ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#publishesIn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Sinh_viên_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Ban_lãnh_đạo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#LL___PPDH_bộ_môn_Toán___Luật_dân_sự_và_tố_tụng_dân_sự
http://example.org/sgu#Khoa_Kỹ_thuật,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Ngữ_Văn___Quản_trị_Kinh_doanh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trình_độ_Tiến_sĩ
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Lịch_sử_Việt_Nam
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Giảng_viên_2
http://example.org/sgu#hasStudent,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Chương_trình_đại_trà,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Sinh_học___Quản_trị_Văn_phòng
http://example.org/sgu#Các_chương_trình_hợp_tác__đào_tạo_quốc_tế,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_Cử_nhân_Quốc_tế_Quản_trị_Kinh_doanh_và_Quản_lý_Thương_mại_Điện_tử
http://example.org/sgu#Hợp_tác_quốc_tế_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Ngữ_Văn___Quản_trị_Kinh_doanh
http://example.org/sgu#hasDegree,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Tiến_sĩ
http://example.org/sgu#hasStudent,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sinh_viên_2
http://example.org/sgu#Học_bổng_toàn_phần_của_Bộ_Y_tế_Singapore,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_chất_lượng_cao
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Chương_trình_đại_trà,http://example.org/sgu#offersProgram,http://example.org/sgu#Công_nghệ_Thông_tin___Việt_Nam_học
http://example.org/sgu#Hóa_lý_thuyết_và_Hóa_lý___Tài_chính___Ngân_hàng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Kinh_tế
http://example.org/sgu#LL___PPDH_bộ_môn_Toán___Luật_dân_sự_và_tố_tụng_dân_sự,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Địa_lý___Kỹ_thuật_Điện,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Dự_án_nghiên_cứu_1
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Dự_án_nghiên_cứu_2
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Hệ_chính_quy
http://example.org/sgu#Giáo_dục_Tiểu_học___Khoa_học_Môi_trường,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Lịch_sử_Việt_Nam___Văn_học_Việt_Nam
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đào_tạo_Đại_học_liên_thông
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#publishesIn,http://example.org/sgu#Tạp_chí_Khoa_học
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Các_phòng_ban_chức_năng
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hợp_tác_quốc_tế_1
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_thường_xuyên
http://example.org/sgu#Thể_lệ_gửi_bài_đăng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Âm_nhạc___Kinh_doanh_Quốc_tế,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trình_độ_Tiến_sĩ,http://example.org/sgu#offersProgram,http://example.org/sgu#Toán_Giải_tích
http://example.org/sgu#Chương_trình_chất_lượng_cao,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Các_phòng_ban_chức_năng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Giáo_dục_Mầm_non___Kế_toán,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Toán_học___Tài_chính___Ngân_hàng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trình_độ_Sau_Đại_học,http://example.org/sgu#offersProgram,http://example.org/sgu#LL___PPDH_bộ_môn_Toán___Luật_dân_sự_và_tố_tụng_dân_sự
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đơn_vị_trực_thuộc
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Khoa_Kinh_tế
http://example.org/sgu#Đào_tạo_hệ_đại_học_vừa_làm_vừa_học,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sinh_viên_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Chương_trình_đại_trà,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Âm_nhạc___Kinh_doanh_Quốc_tế
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#publishesIn,http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn
http://example.org/sgu#hasFaculty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đào_tạo_hệ_đại_học_vừa_làm_vừa_học
http://example.org/sgu#Thạc_sĩ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#conductsResearch,http://example.org/sgu#Quyền_lợi_sinh_viên_NCKH
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_đào_tạo_tiếng_Hoa
http://example.org/sgu#Chương_trình_đại_trà,http://example.org/sgu#offersProgram,http://example.org/sgu#Giáo_dục_Mầm_non___Kế_toán
http://example.org/sgu#Đào_tạo_Đại_học_liên_thông,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Lịch_sử___Địa_lý___Ngôn_ngữ_Anh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Đơn_vị_trực_thuộc
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasInternationalCooperation,http://example.org/sgu#Hợp_tác_quốc_tế_2
http://example.org/sgu#Dự_án_nghiên_cứu_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasSubmissionGuidelines,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#hasDepartment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_giáo_dục_thường_xuyên
http://example.org/sgu#Giáo_dục_thường_xuyên,http://example.org/sgu#offersProgram,http://example.org/sgu#Đào_tạo_hệ_đại_học_vừa_làm_vừa_học
http://example.org/sgu#Hệ_chính_quy,http://example.org/sgu#offersProgram,http://example.org/sgu#Trình_độ_Đại_học
