subject,predicate,object
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_Tiểu_học
http://example.org/sgu#Hóa_hữu_cơ__Cao_học_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quản_trị_Văn_phòng
http://example.org/sgu#Quản_trị_Kinh_doanh__Cao_học_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đào_tạo_hệ_đại_học_vừa_làm_vừa_học__VLVH_
http://example.org/sgu#Luật,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_đào_tạo_Tiến_sĩ
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Hóa_hữu_cơ__Tiến_sĩ_
http://example.org/sgu#Sinh_viên_Đại_học_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Nghệ_thuật
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hội_đồng_trường
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Văn_hóa_và_Du_lịch
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Trung_tâm_Tuyển_sinh___Truyền_thông
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_Mầm_non
http://example.org/sgu#Tâm_lý_học,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Phòng_Giáo_dục_thường_xuyên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Vật_lý
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quản_trị_Kinh_doanh__Cao_học_
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Hội_đồng_trường
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_Chính_trị
http://example.org/sgu#Phòng_Quản_lý_khoa_học,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Kỹ_thuật_Phần_mềm
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Ngữ_Văn
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hiệp_hội_Phát_triển_Kinh_tế_Văn_hóa_Giáo_dục_Đài_Việt
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#conductsResearch,http://example.org/sgu#Viện_Khoa_học_Dữ_liệu_và_Trí_tuệ_nhân_tạo
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Trung_tâm_Tuyển_sinh___Truyền_thông
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Toán___Ứng_dụng
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quốc_tế_học
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đề_tài_Nghiên_cứu_khoa_học_sinh_viên_cấp_cơ_sở
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Đào_tạo_văn_bằng_thứ_hai,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Chương_trình_đào_tạo_Đại_học
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Địa_lý
http://example.org/sgu#Trạm_Y_tế,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Giáo_dục
http://example.org/sgu#Công_đoàn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Khoa_Công_nghệ_Thông_tin,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Kế_toán
http://example.org/sgu#Quản_trị_Văn_phòng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trung_tâm_Hỗ_trợ_sinh_viên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Lý_luận___Phương_pháp_dạy_học_bộ_môn_Toán__Cao_học_
http://example.org/sgu#Hóa_hữu_cơ__Tiến_sĩ_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Toán_Giải_tích__Tiến_sĩ_
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Lịch_sử_Việt_Nam__Cao_học_
http://example.org/sgu#Trung_học_Thực_hành_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Đào_tạo_hệ_đại_học_vừa_làm_vừa_học__VLVH_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Tài_chính___Kế_toán
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Công_nghệ_kỹ_thuật_Điện_tử___Viễn_thông
http://example.org/sgu#Công_nghệ_Thông_tin__Chất_lượng_cao_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Giáo_dục_Mầm_non
http://example.org/sgu#Công_nghệ_Thông_tin,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Viện_Nghiên_cứu_Môi_trường___Sức_khỏe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Việt_Nam_học
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Quản_lý_Giáo_dục__Cao_học_
http://example.org/sgu#SGU,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://example.org/sgu#Lý_luận___Phương_pháp_dạy_học_bộ_môn_Toán__Cao_học_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chương_trình_chuyển_tiếp__Đại_học_Huddersfiled_
http://example.org/sgu#publishesIn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Sư_phạm_Vật_lý,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Lịch_sử
http://example.org/sgu#Tài_chính___Ngân_hàng__Cao_học_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Bồi_dưỡng_nghiệp_vụ_sư_phạm
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Sư_phạm_Khoa_học_Xã_hội
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Công_nghệ_kỹ_thuật_Điện__Điện_tử
http://example.org/sgu#Ngôn_ngữ_Anh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Cơ_sở_105_Bà_Huyện_Thanh_Quan
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasInternationalCooperation,http://example.org/sgu#Đại_học_Huddersfiled
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Quản_trị_Kinh_doanh
http://example.org/sgu#Công_nghệ_Kỹ_thuật_Môi_trường,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasStudent,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Ngôn_ngữ_học__Cao_học_
http://example.org/sgu#Học_bổng_Bộ_Giáo_dục_Đài_Loan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Hóa_học
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Thanh_nhạc
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Ban_Biên_tập_Tạp_chí_Khoa_học_Đại_học_Sài_Gòn
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Thư_viện___Văn_phòng
http://example.org/sgu#Khoa_Văn_hóa_và_Du_lịch,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Cơ_sở_105_Bà_Huyện_Thanh_Quan
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Chứng_chỉ_Tiếng_Anh_VSTEP
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Phòng_Kế_hoạch___Tài_chính
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Quản_trị_Kinh_doanh
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Bộ_Giáo_dục_Đài_Loan
http://example.org/sgu#Trung_tâm_Ký_túc_xá,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Công_nghệ_Thông_tin
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Ngoại_ngữ
http://example.org/sgu#Hội_Sinh_viên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Ban_Biên_tập_Tạp_chí_Khoa_học_Đại_học_Sài_Gòn
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Kỹ_thuật_Điện_tử___Viễn_thông
http://example.org/sgu#Khoa_Giáo_dục,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_thường_xuyên
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Phòng_Kế_hoạch___Tài_chính
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Phòng_Khảo_thí___Đảm_bảo_chất_lượng,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Quy_chế_quản_lý_hoạt_động_Khoa_học_và_Công_nghệ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Khoa_Khoa_học_Chính_trị,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#conductsResearch,http://example.org/sgu#Diễn_đàn_giáo_dục_đại_học__khoa_học_và_nghiên_cứu
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Công_nghệ_Thông_tin
http://example.org/sgu#hasFaculty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#conductsResearch,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Quy_định_và_thể_lệ_gửi_bài_Tạp_chí_Khoa_học_ĐHSG
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Toán_học
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Khoa_học_Môi_trường
http://example.org/sgu#Phòng_Đào_tạo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Kinh_doanh_Quốc_tế
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasInternationalCooperation,http://example.org/sgu#Hiệp_hội_Phát_triển_Kinh_tế_Văn_hóa_Giáo_dục_Đài_Việt
http://example.org/sgu#Đào_tạo_Đại_học_liên_thông,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Toán_Ứng_dụng
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hợp_tác_quốc_tế_đa_phương
http://example.org/sgu#Khoa_Giáo_dục_Tiểu_học,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasDepartment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Đào_tạo_chính_quy
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Phòng_Đào_tạo
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Viện_Nghiên_cứu_Môi_trường___Sức_khỏe
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Du_lịch
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Thông_tin___Thư_viện
http://example.org/sgu#hasStudent,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Khoa_học_Môi_trường
http://example.org/sgu#Khoa_Quản_trị_Kinh_doanh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Kỹ_thuật_Điện_tử___Viễn_thông,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Tài_chính___Ngân_hàng__Cao_học_
http://example.org/sgu#Sư_phạm_Âm_nhạc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Giáo_dục_Mầm_non,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Luật_dân_sự_và_tố_tụng_dân_sự__Cao_học_
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Sư_phạm_Khoa_học_Tự_nhiên
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Phòng_Đào_tạo
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Viện_Nghiên_cứu_Môi_trường___Sức_khỏe
http://example.org/sgu#Đoàn_Thanh_niên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Bộ_Y_tế_Singapore__MOHH_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Hội_đồng_trường,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hóa_hữu_cơ__Tiến_sĩ_
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Lịch_sử_Việt_Nam__Tiến_sĩ_
http://example.org/sgu#Đại_học_Huddersfiled,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Trung_tâm_Đào_tạo_quốc_tế
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Quản_lý_Giáo_dục
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Đào_tạo_văn_bằng_thứ_hai
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Phòng_Đào_tạo_sau_đại_học
http://example.org/sgu#Hoạt_động_xuất_bản_bài_báo_và_báo_cáo_hội_thảo_của_sinh_viên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Bộ_Y_tế_Singapore__MOHH_
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Hóa_hữu_cơ__Cao_học_
http://example.org/sgu#Diễn_đàn_giáo_dục_đại_học__khoa_học_và_nghiên_cứu,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm_Khoa_học_Tự_nhiên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Hóa_lý_thuyết_và_Hóa_lý__Cao_học_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
