subject,predicate,object
http://example.org/sgu#Cử_nhân_Quốc_tế_Quản_trị_Kinh_doanh_và_Quản_lý_Thương_mại_Điện_tử,http://example.org/sgu#partneredWith,http://example.org/sgu#Đại_học_Khoa_học_Ứng_dụng_IMC_Krems
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Hiệp_hội_Phát_triển_Kinh_tế_Văn_hóa_Giáo_dục_Đài_Việt
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Trung_tâm_Tuyển_sinh___Truyền_thông
http://example.org/sgu#sponsoredBy,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Asian_Nursing_Scholarship
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Toán___Ứng_dụng
http://example.org/sgu#offersInternationalProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Cử_nhân_Quốc_tế_Quản_trị_Kinh_doanh_và_Quản_lý_Thương_mại_Điện_tử
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Giáo_dục
http://example.org/sgu#Trạm_Y_tế,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Sinh_học___Quản_trị_Văn_phòng
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Vừa_làm_vừa_học_Giáo_dục_Mầm_non
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#cooperatesWithCountry,http://example.org/sgu#Australia
http://example.org/sgu#Công_đoàn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Khoa_Công_nghệ_Thông_tin,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#cooperatesWithCountry,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Nga
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Vật_lý___Tâm_lý_học
http://example.org/sgu#Trung_tâm_Hỗ_trợ_sinh_viên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasResearchPolicy,http://example.org/sgu#Điều_kiện_tham_gia_NCKH
http://example.org/sgu#cooperatesWithCountry,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Anh
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasSubmissionProcess,http://example.org/sgu#Yêu_cầu_bài_gửi
http://example.org/sgu#Hóa_hữu_cơ__Tiến_sĩ_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Vừa_làm_vừa_học_Tài_chính___Kế_toán,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Toán_Giải_tích__Tiến_sĩ_
http://example.org/sgu#Khoa_Giáo_dục_Quốc_phòng___An_ninh___Giáo_dục_Thể_chất,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#sponsoredBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://example.org/sgu#Quyền_li_NCKH,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Tài_chính___Kế_toán
http://example.org/sgu#Đề_tài_NCKH_cấp_cơ_sở,http://example.org/sgu#leadsTo,http://example.org/sgu#Giải_thưng_Sinh_viên_NCKH_cấp_Bộ
http://example.org/sgu#hasAward,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giải_thưng_Sinh_viên_NCKH_cấp_Bộ
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Giáo_dục_Quốc_phòng___An_ninh___Giáo_dục_Thể_chất
http://example.org/sgu#New_Zealand,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Liên_thông_Giáo_dục_Mầm_non,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Công_nghệ_Thông_tin__Chất_lượng_cao_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Giáo_dục_Mầm_non
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasAward,http://example.org/sgu#Giải_thưng_Sinh_viên_NCKH_cấp_cơ_sở
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasSubmissionProcess,http://example.org/sgu#Quy_trình_gửi_bài
http://example.org/sgu#Công_nghệ_Thông_tin,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Viện_Nghiên_cứu_Môi_trường___Sức_khỏe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Công_nghệ_Kỹ_thuật_Môi_trường___Toán_Ứng_dụng
http://example.org/sgu#Thụy_Điển,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersCertificate,http://example.org/sgu#Bồi_dưỡng_nghiệp_vụ_sư_phạm
http://example.org/sgu#locatedIn,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Quốc_gia_Sư_Phạm_Đài_Loan
http://example.org/sgu#cooperatesWithCountry,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Malaysia
http://example.org/sgu#Vừa_làm_vừa_học_Quản_trị_Kinh_doanh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#SGU,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Tập_đoàn_Y_tế_Quốc_gia_Singapore__MOHH_
http://example.org/sgu#cooperatesWithCountry,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#New_Zealand
http://example.org/sgu#offersInternationalProgram,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#hasCampus,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Âm_nhạc___Kinh_doanh_Quốc_tế
http://example.org/sgu#Quyền_li_NCKH,http://example.org/sgu#includes,http://example.org/sgu#Giải_thưng_Sinh_viên_NCKH_cấp_Bộ
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Sư_phạm_Khoa_học_Xã_hội
http://example.org/sgu#Kinh_tế___Kỹ_thuật___Công_nghệ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasRequirement,http://example.org/sgu#Yêu_cầu_nội_dung_bài_báo
http://example.org/sgu#hasResearchPolicy,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Bài_báo_khoa_học
http://example.org/sgu#Liên_thông_Quản_trị_Kinh_doanh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersInternationalProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đào_tạo_tiếng_Hoa__Đài_Loan_
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersInternationalProgram,http://example.org/sgu#Học_bổng_Đài_Loan
http://example.org/sgu#Toán_Giải_tích__Thạc_sĩ_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#leadsTo,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giải_thưng_Sinh_viên_NCKH_cấp_cơ_sở
http://example.org/sgu#Sư_phạm_Ngữ_Văn___Quản_trị_Kinh_doanh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Vừa_làm_vừa_học_Giáo_dục_Tiểu_học
http://example.org/sgu#includes,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giải_thưng_Sinh_viên_NCKH_cấp_Bộ
http://example.org/sgu#Chính_trị,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Sư_phạm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Văn_bằng_hai_Quản_lý_Giáo_dục,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#publishedBy,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasRequirement,http://example.org/sgu#Hình_ảnh_minh_họa
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Phó_Hiệu_trưởng
http://example.org/sgu#cooperatesWithCountry,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Đài_Loan
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Sư_phạm_Ngữ_Văn___Quản_trị_Kinh_doanh
http://example.org/sgu#Thạc_sĩ_Giảng_dạy_tiếng_Anh__TESOL_,http://example.org/sgu#partneredWith,http://example.org/sgu#Đại_học_Huddersfield
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Lịch_sử___Luật
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Thư_viện___Văn_phòng
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasResearchPolicy,http://example.org/sgu#Đề_tài_NCKH_cấp_cơ_sở
http://example.org/sgu#Khoa_Văn_hóa_và_Du_lịch,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Tiếng_Anh___Quốc_tế_học
http://example.org/sgu#Phòng_Quản_lý_Khoa_học,http://example.org/sgu#manages,http://example.org/sgu#Đề_tài_NCKH_cấp_cơ_sở
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Chính_quy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Đại_học_Huddersfield,http://example.org/sgu#locatedIn,http://example.org/sgu#Anh
http://example.org/sgu#hasDepartment,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Phòng_Kế_hoạch___Tài_chính
http://example.org/sgu#hasAccreditation,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/sgu#Trường_Đại_học_Sài_Gòn
http://example.org/sgu#hasFaculty,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Khoa_Quản_trị_Kinh_doanh
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Sư_phạm_Mỹ_thuật___Quản_lý_Giáo_dục
http://example.org/sgu#Bộ_Y_tế_Singapore,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#hasInternationalCooperation,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Bộ_Giáo_dục_Đài_Loan
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Luật_dân_sự_và_tố_tụng_dân_sự__Thạc_sĩ_
http://example.org/sgu#Trung_tâm_Ký_túc_xá,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Hóa_hữu_cơ__Thạc_sĩ_
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasDepartment,http://example.org/sgu#Phó_Hiệu_trưởng
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasInternationalCooperation,http://example.org/sgu#Đại_học_Khoa_học_Ứng_dụng_IMC_Krems
http://example.org/sgu#Ngôn_ngữ_học__Thạc_sĩ_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#hasFaculty,http://example.org/sgu#Khoa_Ngoại_ngữ
http://example.org/sgu#Hội_Sinh_viên,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Trường_Đại_học_Sài_Gòn,http://example.org/sgu#offersProgram,http://example.org/sgu#Liên_thông_Kế_toán
http://example.org/sgu#Yêu_cầu_hình_thức_bài_báo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#offersProgram,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/sgu#Giáo_dục_thường_xuyên
http://example.org/sgu#Khoa_Giáo_dục,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/sgu#Tạp_chí_Khoa_học_Đại_học_Sài_Gòn,http://example.org/sgu#hasRequirement,http://example.org/sgu#Trích_dẫn_tài_liệu
