id,labels,properties
27,[Department],"{description: Phòng ban chức năng tổ chức các kỳ thi, quản lý công tác khảo thí và thực hiện các hoạt động đảm bảo chất lượng giáo dục tại Trường Đại học Sài Gòn., name: Phòng Khảo thí & Đảm bảo chất lượng}"
28,[Department],"{description: Đơn vị chức năng quản lý các dự án đầu tư xây dựng cơ sở vật chất, hạ tầng của Trường Đại học Sài Gòn., name: Ban Quản lý Dự án & Xây dựng}"
29,[Department],"{description: Phòng ban chức năng thúc đẩy và quản lý các hoạt động hợp tác quốc tế, liên kết với doanh nghiệp của Trường Đại học Sài Gòn., name: Phòng Hợp tác quốc tế & Doanh nghiệp}"
30,[Department],"{description: Phòng ban chức năng quản lý, bảo trì và cung cấp trang thiết bị phục vụ công tác giảng dạy, học tập và nghiên cứu tại Trường Đại học Sài Gòn., name: Phòng Thiết bị}"
31,[Department],"{description: Phòng ban chức năng quản lý và tổ chức các loại hình đào tạo không chính quy như vừa làm vừa học, văn bằng hai, liên thông tại Trường Đại học Sài Gòn., name: Phòng Giáo dục thường xuyên}"
32,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, chuyên trách về công tác tổ chức thi, đánh giá năng lực và cấp chứng chỉ., name: Trung tâm Khảo thí}"
33,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, triển khai các chương trình đào tạo liên kết quốc tế và dịch vụ hỗ trợ liên quan., name: Trung tâm Đào tạo quốc tế}"
34,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, cung cấp các dịch vụ tư vấn, hỗ trợ việc làm, kỹ năng mềm cho sinh viên., name: Trung tâm Hỗ trợ sinh viên}"
35,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, quản lý thư viện, cung cấp tài nguyên thông tin, học liệu phục vụ giảng dạy và học tập., name: Trung tâm Học liệu}"
36,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, quản lý hạ tầng mạng, hệ thống thông tin và hỗ trợ kỹ thuật công nghệ thông tin., name: Trung tâm Công nghệ thông tin}"
37,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, tổ chức đào tạo, bồi dưỡng và khảo thí năng lực ngoại ngữ., name: Trung tâm Ngoại ngữ}"
38,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, thực hiện công tác tuyển sinh các hệ đào tạo và quản lý hoạt động truyền thông của trường., name: Trung tâm Tuyển sinh & Truyền thông}"
39,[Department],"{description: Trung tâm trực thuộc Trường Đại học Sài Gòn, quản lý và cung cấp dịch vụ lưu trú cho sinh viên., name: Trung tâm Ký túc xá}"
40,[Department],"{description: Đơn vị trực thuộc Trường Đại học Sài Gòn, thực hiện công tác chăm sóc sức khỏe ban đầu cho cán bộ, giảng viên và sinh viên., name: Trạm Y tế}"
41,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo giáo viên và cán bộ quản lý trong lĩnh vực giáo dục mầm non., name: Khoa Giáo dục Mầm non}"
42,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo giáo viên và cán bộ quản lý trong lĩnh vực giáo dục tiểu học., name: Khoa Giáo dục Tiểu học}"
43,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo giáo viên các môn khoa học xã hội cho bậc phổ thông., name: Khoa Sư phạm Khoa học Xã hội}"
44,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo giáo viên các môn khoa học tự nhiên cho bậc phổ thông., name: Khoa Sư phạm Khoa học Tự nhiên}"
45,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành liên quan đến khoa học giáo dục và quản lý giáo dục., name: Khoa Giáo dục}"
46,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực nghệ thuật như mỹ thuật, âm nhạc., name: Khoa Nghệ thuật}"
47,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành ngôn ngữ và sư phạm ngoại ngữ., name: Khoa Ngoại ngữ}"
48,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành liên quan đến thông tin - thư viện và quản trị văn phòng., name: Khoa Thư viện - Văn phòng}"
49,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực khoa học môi trường và quản lý tài nguyên môi trường., name: Khoa Khoa học Môi trường}"
50,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực công nghệ thông tin và khoa học máy tính., name: Khoa Công nghệ Thông tin}"
51,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực quản trị kinh doanh, marketing, kinh doanh quốc tế., name: Khoa Quản trị Kinh doanh}"
52,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực tài chính, ngân hàng, kế toán, kiểm toán., name: Khoa Tài chính - Kế toán}"
53,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành liên quan đến văn hóa học, quản lý văn hóa và du lịch., name: Khoa Văn hóa và Du lịch}"
54,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực khoa học chính trị, luật., name: Khoa Khoa học Chính trị}"
55,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành toán học, thống kê và ứng dụng toán học., name: Khoa Toán - Ứng dụng}"
56,[Faculty],"{description: Khoa chuyên môn thuộc Trường Đại học Sài Gòn, đào tạo các ngành thuộc lĩnh vực kỹ thuật điện tử và viễn thông., name: Khoa Điện tử - Viễn thông}"
57,[Faculty],"{description: Đơn vị chuyên môn thuộc Trường Đại học Sài Gòn, phụ trách giảng dạy các học phần giáo dục quốc phòng, an ninh và giáo dục thể chất., name: Bộ môn Giáo dục Quốc phòng & An ninh - Giáo dục Thể chất}"
58,[Research],"{description: Đơn vị nghiên cứu trực thuộc Trường Đại học Sài Gòn, tập trung vào lĩnh vực khoa học dữ liệu và trí tuệ nhân tạo., name: Viện Khoa học Dữ liệu và Trí tuệ nhân tạo}"
59,[Research],"{description: Đơn vị nghiên cứu trực thuộc Trường Đại học Sài Gòn, thực hiện các nghiên cứu liên quan đến môi trường và sức khỏe cộng đồng., name: Viện Nghiên cứu Môi trường - Sức khỏe}"
60,[Department],"{description: Đơn vị trực thuộc Trường Đại học Sài Gòn, tổ chức và quản lý hoạt động thực hành, thực tập sư phạm cho sinh viên., name: Trung tâm Thực hành Sư phạm}"
61,[Department],"{description: Cơ sở giáo dục phổ thông trực thuộc Trường Đại học Sài Gòn, nơi sinh viên sư phạm thực hành và thực tập giảng dạy., name: Trung học Thực hành Sài Gòn}"
62,[Department],"{description: Cơ sở giáo dục tiểu học trực thuộc Trường Đại học Sài Gòn, nơi sinh viên sư phạm thực hành và thực tập giảng dạy., name: Tiểu học Thực hành Sài Gòn}"
63,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Giáo dục Chính trị}"
64,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Du lịch}"
65,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ liên thông và vừa làm vừa học., name: Giáo dục Mầm non}"
66,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ liên thông và văn bằng hai., name: Kế toán}"
67,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ liên thông, văn bằng hai và vừa làm vừa học., name: Giáo dục Tiểu học}"
68,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Khoa học Môi trường}"
69,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Âm nhạc}"
70,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Kinh doanh Quốc tế}"
71,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Địa lý}"
72,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Kỹ thuật Điện}"
73,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Hóa học}"
74,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Có liên quan đến ngành CNKT Điện tử - Viễn thông., name: Kỹ thuật Điện tử - Viễn thông}"
75,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Khoa học Tự nhiên}"
76,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Kỹ thuật Phần mềm}"
77,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Lịch sử}"
78,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ văn bằng hai và vừa làm vừa học., name: Luật}"
79,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Lịch sử - Địa lý}"
80,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ văn bằng hai., name: Ngôn ngữ Anh}"
81,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Mỹ thuật}"
82,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ văn bằng hai và trình độ Thạc sĩ, Tiến sĩ., name: Quản lý Giáo dục}"
83,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Ngữ Văn}"
84,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ liên thông, văn bằng hai, vừa làm vừa học và trình độ Thạc sĩ, Tiến sĩ., name: Quản trị Kinh doanh}"
85,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Sinh học}"
86,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Quản trị Văn phòng}"
87,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Tiếng Anh}"
88,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Quốc tế học}"
89,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Toán học}"
90,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo hệ vừa làm vừa học và trình độ Thạc sĩ., name: Tài chính - Ngân hàng}"
91,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Sư phạm Vật lý}"
92,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Tâm lý học}"
93,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Công nghệ kỹ thuật Điện tử - Viễn thông}"
94,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Thanh nhạc}"
95,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Công nghệ kỹ thuật Điện, Điện tử}"
96,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Thông tin - Thư viện}"
97,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Công nghệ Kỹ thuật Môi trường}"
98,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Toán Ứng dụng}"
99,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn. Cũng có đào tạo chương trình chất lượng cao và hệ liên thông., name: Công nghệ Thông tin}"
100,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chương trình đại trà, thuộc Trường Đại học Sài Gòn., name: Việt Nam học}"
101,[Program],"{description: Chương trình đào tạo đại học hệ chính quy, chất lượng cao, ngành Công nghệ Thông tin, thuộc Trường Đại học Sài Gòn., name: Công nghệ Thông tin (Chất lượng cao)}"
102,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Hóa hữu cơ tại Trường Đại học Sài Gòn. Có đào tạo trình độ Tiến sĩ., name: Hóa hữu cơ (Cao học)}"
103,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Quản trị Kinh doanh tại Trường Đại học Sài Gòn. Có đào tạo trình độ Tiến sĩ., name: Quản trị Kinh doanh (Cao học)}"
104,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Hóa lý thuyết và Hóa lý tại Trường Đại học Sài Gòn., name: Hóa lý thuyết và Hóa lý (Cao học)}"
105,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Tài chính – Ngân hàng tại Trường Đại học Sài Gòn., name: Tài chính – Ngân hàng (Cao học)}"
106,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Khoa học Máy tính tại Trường Đại học Sài Gòn., name: Khoa học Máy tính (Cao học)}"
107,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Toán Giải tích tại Trường Đại học Sài Gòn. Có đào tạo trình độ Tiến sĩ., name: Toán Giải tích (Cao học)}"
108,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Lịch sử Việt Nam tại Trường Đại học Sài Gòn. Có đào tạo trình độ Tiến sĩ., name: Lịch sử Việt Nam (Cao học)}"
109,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Văn học Việt Nam tại Trường Đại học Sài Gòn., name: Văn học Việt Nam (Cao học)}"
110,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Lý luận & Phương pháp dạy học bộ môn Toán tại Trường Đại học Sài Gòn., name: Lý luận & Phương pháp dạy học bộ môn Toán (Cao học)}"
111,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Luật dân sự và tố tụng dân sự tại Trường Đại học Sài Gòn., name: Luật dân sự và tố tụng dân sự (Cao học)}"
112,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Ngôn ngữ học tại Trường Đại học Sài Gòn., name: Ngôn ngữ học (Cao học)}"
113,[Program],"{description: Chương trình đào tạo trình độ Thạc sĩ (Cao học) chuyên ngành Quản lý Giáo dục tại Trường Đại học Sài Gòn. Có đào tạo trình độ Tiến sĩ., name: Quản lý Giáo dục (Cao học)}"
114,[Program],"{description: Chương trình đào tạo trình độ Tiến sĩ chuyên ngành Hóa hữu cơ tại Trường Đại học Sài Gòn., name: Hóa hữu cơ (Tiến sĩ)}"
115,[Program],"{description: Chương trình đào tạo trình độ Tiến sĩ chuyên ngành Lịch sử Việt Nam tại Trường Đại học Sài Gòn., name: Lịch sử Việt Nam (Tiến sĩ)}"
116,[Program],"{description: Chương trình đào tạo trình độ Tiến sĩ chuyên ngành Quản lý Giáo dục tại Trường Đại học Sài Gòn., name: Quản lý Giáo dục (Tiến sĩ)}"
117,[Program],"{description: Chương trình đào tạo trình độ Tiến sĩ chuyên ngành Toán Giải tích tại Trường Đại học Sài Gòn., name: Toán Giải tích (Tiến sĩ)}"
118,[Program],"{description: Chương trình đào tạo trình độ Tiến sĩ chuyên ngành Quản trị Kinh doanh tại Trường Đại học Sài Gòn., name: Quản trị Kinh doanh (Tiến sĩ)}"
119,[Program],"{description: Loại hình đào tạo thuộc hệ Giáo dục thường xuyên tại Trường Đại học Sài Gòn, dành cho các ngành Công nghệ Thông tin, Kế toán, Quản trị Kinh doanh, Giáo dục Mầm non và Giáo dục Tiểu học., name: Đào tạo Đại học liên thông}"
120,[Program],"{description: Loại hình đào tạo thuộc hệ Giáo dục thường xuyên tại Trường Đại học Sài Gòn, dành cho các ngành: Ngôn ngữ Anh, Kế toán, Luật, Quản trị Kinh doanh, Giáo dục Tiểu học và Quản lý Giáo dục., name: Đào tạo văn bằng thứ hai}"
121,[Program],"{description: Loại hình đào tạo thuộc hệ Giáo dục thường xuyên tại Trường Đại học Sài Gòn, dành cho các ngành Quản trị Kinh doanh, Tài chính - Ngân hàng, Kế toán, Luật, Giáo dục Tiểu học, Giáo dục Mầm non., name: Đào tạo hệ đại học vừa làm vừa học (VLVH)}"
122,[Department],"{description: Cơ sở đào tạo Đại học và Sau Đại học của Trường Đại học Sài Gòn tại địa chỉ 273 An Dương Vương, Quận 5, với diện tích 42.743 m2., name: Cơ sở 273 An Dương Vương}"
123,[Department],"{description: Cơ sở đào tạo Đại học và Sau Đại học của Trường Đại học Sài Gòn tại địa chỉ 105 Bà Huyện Thanh Quan, Quận 3, với diện tích 4.823 m2., name: Cơ sở 105 Bà Huyện Thanh Quan}"
124,[Department],"{description: Cơ sở đào tạo Đại học và Sau Đại học của Trường Đại học Sài Gòn tại địa chỉ 04 Tôn Đức Thắng, Quận 1, với diện tích 19.655 m2., name: Cơ sở 04 Tôn Đức Thắng}"
125,[Department],"{description: Ký túc xá Sinh viên của Trường Đại học Sài Gòn tại địa chỉ 99 An Dương Vương, Quận 8, với diện tích 4.800 m2., name: Ký túc xá 99 An Dương Vương}"
126,[InternationalCooperation],"{description: Hoạt động hợp tác quốc tế chung của Trường Đại học Sài Gòn với các trường đại học và tổ chức quốc tế ở nhiều nước như Hoa Kỳ, Anh, Nga, Pháp, Australia, Trung Quốc, Singapore, Malaysia, Cộng hòa Áo, New Zealand, Thụy Điển, nhằm thực hiện dự án đào tạo, nghiên cứu khoa học và trao đổi học thuật., name: Hợp tác quốc tế đa phương}"
127,[InternationalCooperation],"{description: Trường Đại học Khoa học Ứng dụng IMC Krems (Cộng hòa Áo), đối tác liên kết đào tạo với Trường Đại học Sài Gòn trong chương trình Cử nhân Quốc tế Quản trị Kinh doanh và Quản lý Thương mại Điện tử., name: Trường Đại học Khoa học Ứng dụng IMC Krems}"
128,[Program],"{description: Chương trình liên kết đào tạo cấp bằng Cử nhân giữa Trường Đại học Sài Gòn và Trường Đại học Khoa học Ứng dụng IMC Krems (Cộng hòa Áo), được Bộ Giáo dục và Đào tạo phê duyệt theo Quyết định số 1498/QĐ-BGDĐT ngày 28/4/2014., name: Chương trình Cử nhân Quốc tế Quản trị Kinh doanh và Quản lý Thương mại Điện tử}"
129,[InternationalCooperation],"{description: Hiệp hội Phát triển Kinh tế Văn hóa Giáo dục Đài Việt, đối tác liên kết với Trường Đại học Sài Gòn trong chương trình đào tạo tiếng Hoa (Đài Loan)., name: Hiệp hội Phát triển Kinh tế Văn hóa Giáo dục Đài Việt}"
130,[Program],"{description: Chương trình liên kết đào tạo tiếng Hoa (Đài Loan) giữa Trường Đại học Sài Gòn và Hiệp hội Phát triển Kinh tế Văn hóa Giáo dục Đài Việt. Bao gồm các nội dung: Hoa ngữ giao tiếp, Luyện thi TOCFL, Hoa ngữ lớp Online. Chứng chỉ được cấp bởi Trung tâm Hoa Ngữ Sư Phạm Đài Loan (Đại học Quốc gia Sư Phạm Đài Loan)., name: Chương trình đào tạo tiếng Hoa (Đài Loan)}"
131,[InternationalCooperation],"{description: Bộ Y tế Singapore (thông qua Tập đoàn Y tế Quốc gia MOHH), đơn vị cung cấp Học bổng toàn phần Asian Nursing Scholarship cho sinh viên Trường Đại học Sài Gòn., name: Bộ Y tế Singapore (MOHH)}"
132,[Program],"{description: Chương trình Học bổng toàn phần của Bộ Y tế Singapore (MOHH) dành cho sinh viên Trường Đại học Sài Gòn để đào tạo Trợ lý bác sĩ tại Singapore trong 3 năm. Bao gồm trợ cấp sinh hoạt phí, hỗ trợ ký túc xá, chi phí đi lại, dịch vụ y tế và cơ hội việc làm tại các bệnh viện hàng đầu Singapore sau tốt nghiệp., name: Học bổng Asian Nursing Scholarship (Singapore)}"
