id,labels,properties
36,[Department],"{description: Quản lý trang thiết bị giảng dạy, name: Phòng Thiết bị}"
37,[Department],"{description: Quản lý đào tạo không chính quy, name: Phòng Giáo dục thường xuyên}"
38,[Department],"{description: Tổ chức các kỳ thi và đánh giá, name: Trung tâm Khảo thí}"
39,[Department],"{description: Đào tạo các chương trình quốc tế, name: Trung tâm Đào tạo quốc tế}"
40,[Department],"{description: Hỗ trợ toàn diện cho sinh viên, name: Trung tâm Hỗ trợ sinh viên}"
41,[Department],"{description: Quản lý tài liệu học tập, name: Trung tâm Học liệu}"
42,[Department],"{description: Quản lý hệ thống CNTT của trường, name: Trung tâm Công nghệ thông tin}"
43,[Department],"{description: Đào tạo và bồi dưỡng ngoại ngữ, name: Trung tâm Ngoại ngữ}"
44,[Department],"{description: Tuyển sinh và truyền thông đại chúng, name: Trung tâm Tuyển sinh & Truyền thông}"
45,[Department],"{description: Quản lý ký túc xá sinh viên, name: Trung tâm Ký túc xá}"
46,[Department],"{description: Chăm sóc sức khỏe cho cán bộ và sinh viên, name: Trạm Y tế}"
47,[Faculty],"{description: Đào tạo giáo viên mầm non, name: Khoa Giáo dục Mầm non}"
48,[Faculty],"{description: Đào tạo giáo viên tiểu học, name: Khoa Giáo dục Tiểu học}"
49,[Faculty],"{description: Đào tạo giáo viên các môn xã hội, name: Khoa Sư phạm Khoa học Xã hội}"
50,[Faculty],"{description: Đào tạo giáo viên các môn tự nhiên, name: Khoa Sư phạm Khoa học Tự nhiên}"
51,[Faculty],"{description: Đào tạo các chuyên ngành giáo dục, name: Khoa Giáo dục}"
52,[Faculty],"{description: Đào tạo các ngành nghệ thuật, name: Khoa Nghệ thuật}"
53,[Faculty],"{description: Đào tạo ngoại ngữ và sư phạm ngoại ngữ, name: Khoa Ngoại ngữ}"
54,[Faculty],"{description: Đào tạo nghiệp vụ thư viện và văn phòng, name: Khoa Thư viện - Văn phòng}"
55,[Faculty],"{description: Đào tạo về khoa học môi trường, name: Khoa Khoa học Môi trường}"
56,[Faculty],"{description: Đào tạo CNTT và ứng dụng, name: Khoa Công nghệ Thông tin}"
57,[Faculty],"{description: Đào tạo quản trị kinh doanh, name: Khoa Quản trị Kinh doanh}"
58,[Faculty],"{description: Đào tạo tài chính và kế toán, name: Khoa Tài chính - Kế toán}"
59,[Faculty],"{description: Đào tạo văn hóa và du lịch, name: Khoa Văn hóa và Du lịch}"
60,[Faculty],"{description: Đào tạo khoa học chính trị, name: Khoa Khoa học Chính trị}"
61,[Faculty],"{description: Đào tạo toán học và ứng dụng, name: Khoa Toán - Ứng dụng}"
62,[Faculty],"{description: Đào tạo điện tử và viễn thông, name: Khoa Điện tử - Viễn thông}"
63,[Faculty],"{description: Đào tạo giáo dục quốc phòng và thể chất, name: Khoa Giáo dục Quốc phòng & An ninh - Giáo dục Thể chất}"
64,[Department],"{description: Nghiên cứu và đào tạo về AI và khoa học dữ liệu, name: Viện Khoa học Dữ liệu và Trí tuệ nhân tạo}"
65,[Department],"{description: Nghiên cứu về môi trường và sức khỏe, name: Viện Nghiên cứu Môi trường - Sức khỏe}"
66,[Department],"{description: Tổ chức thực hành sư phạm, name: Trung tâm Thực hành Sư phạm}"
67,[Department],"{description: Trường thực hành bậc trung học, name: Trường Trung học Thực hành Sài Gòn}"
68,[Department],"{description: Trường thực hành bậc tiểu học, name: Trường Tiểu học Thực hành Sài Gòn}"
69,[Program],"{description: Chương trình đào tạo kết hợp kiến thức chính trị và du lịch, name: Giáo dục Chính trị - Du lịch}"
70,[Program],"{description: Chương trình đào tạo kết hợp giáo dục mầm non và kế toán, name: Giáo dục Mầm non - Kế toán}"
71,[Program],"{description: Chương trình đào tạo kết hợp giáo dục tiểu học và khoa học môi trường, name: Giáo dục Tiểu học - Khoa học Môi trường}"
72,[Program],"{description: Chương trình đào tạo kết hợp sư phạm âm nhạc và kinh doanh quốc tế, name: Sư phạm Âm nhạc - Kinh doanh Quốc tế}"
73,[Program],"{description: Chương trình đào tạo kết hợp sư phạm địa lý và kỹ thuật điện, name: Sư phạm Địa lý - Kỹ thuật Điện}"
74,[Program],"{description: Chương trình đào tạo kết hợp sư phạm hóa học và kỹ thuật điện tử viễn thông, name: Sư phạm Hóa học - Kỹ thuật Điện tử - Viễn thông}"
75,[Program],"{description: Chương trình đào tạo kết hợp sư phạm khoa học tự nhiên và kỹ thuật phần mềm, name: Sư phạm Khoa học Tự nhiên - Kỹ thuật Phần mềm}"
76,[Program],"{description: Chương trình đào tạo kết hợp sư phạm lịch sử và luật, name: Sư phạm Lịch sử - Luật}"
77,[Program],"{description: Chương trình đào tạo kết hợp sư phạm lịch sử, địa lý và ngôn ngữ Anh, name: Sư phạm Lịch sử - Địa lý - Ngôn ngữ Anh}"
78,[Program],"{description: Chương trình đào tạo kết hợp sư phạm mỹ thuật và quản lý giáo dục, name: Sư phạm Mỹ thuật - Quản lý Giáo dục}"
79,[Program],"{description: Chương trình đào tạo kết hợp sư phạm ngữ văn và quản trị kinh doanh, name: Sư phạm Ngữ Văn - Quản trị Kinh doanh}"
80,[Program],"{description: Chương trình đào tạo kết hợp sư phạm sinh học và quản trị văn phòng, name: Sư phạm Sinh học - Quản trị Văn phòng}"
81,[Program],"{description: Chương trình đào tạo kết hợp sư phạm tiếng Anh và quốc tế học, name: Sư phạm Tiếng Anh - Quốc tế học}"
82,[Program],"{description: Chương trình đào tạo kết hợp sư phạm toán học và tài chính ngân hàng, name: Sư phạm Toán học - Tài chính - Ngân hàng}"
83,[Program],"{description: Chương trình đào tạo kết hợp sư phạm vật lý và tâm lý học, name: Sư phạm Vật lý - Tâm lý học}"
84,[Program],"{description: Chương trình đào tạo kết hợp công nghệ kỹ thuật điện tử viễn thông và thanh nhạc, name: CNKT Điện tử - Viễn thông - Thanh nhạc}"
85,[Program],"{description: Chương trình đào tạo kết hợp công nghệ kỹ thuật điện, điện tử và thông tin thư viện, name: CNKT Điện, Điện tử - Thông tin - Thư viện}"
86,[Program],"{description: Chương trình đào tạo kết hợp công nghệ kỹ thuật môi trường và toán ứng dụng, name: Công nghệ Kỹ thuật Môi trường - Toán Ứng dụng}"
87,[Program],"{description: Chương trình đào tạo kết hợp công nghệ thông tin và Việt Nam học, name: Công nghệ Thông tin - Việt Nam học}"
88,[Program],"{description: Chương trình đào tạo công nghệ thông tin chất lượng cao, name: Công nghệ Thông tin (Chất lượng cao)}"
89,[Program],"{description: Chương trình đào tạo thạc sĩ hóa hữu cơ, name: Hóa hữu cơ (Thạc sĩ)}"
90,[Program],"{description: Chương trình đào tạo thạc sĩ hóa lý thuyết và hóa lý, name: Hóa lý thuyết và Hóa lý (Thạc sĩ)}"
91,[Program],"{description: Chương trình đào tạo thạc sĩ khoa học máy tính, name: Khoa học Máy tính (Thạc sĩ)}"
92,[Program],"{description: Chương trình đào tạo thạc sĩ lịch sử Việt Nam, name: Lịch sử Việt Nam (Thạc sĩ)}"
93,[Program],"{description: Chương trình đào tạo thạc sĩ văn học Việt Nam, name: Văn học Việt Nam (Thạc sĩ)}"
94,[Program],"{description: Chương trình đào tạo thạc sĩ lý luận và phương pháp dạy học bộ môn toán, name: LL & PPDH bộ môn Toán (Thạc sĩ)}"
95,[Program],"{description: Chương trình đào tạo thạc sĩ luật dân sự và tố tụng dân sự, name: Luật dân sự và tố tụng dân sự (Thạc sĩ)}"
96,[Program],"{description: Chương trình đào tạo thạc sĩ ngôn ngữ học, name: Ngôn ngữ học (Thạc sĩ)}"
97,[Program],"{description: Chương trình đào tạo thạc sĩ quản lý giáo dục, name: Quản lý Giáo dục (Thạc sĩ)}"
98,[Program],"{description: Chương trình đào tạo thạc sĩ quản trị kinh doanh, name: Quản trị Kinh doanh (Thạc sĩ)}"
99,[Program],"{description: Chương trình đào tạo thạc sĩ tài chính ngân hàng, name: Tài chính – Ngân hàng (Thạc sĩ)}"
100,[Program],"{description: Chương trình đào tạo thạc sĩ toán giải tích, name: Toán Giải tích (Thạc sĩ)}"
101,[Program],"{description: Chương trình đào tạo tiến sĩ hóa hữu cơ, name: Hóa hữu cơ (Tiến sĩ)}"
102,[Program],"{description: Chương trình đào tạo tiến sĩ lịch sử Việt Nam, name: Lịch sử Việt Nam (Tiến sĩ)}"
103,[Program],"{description: Chương trình đào tạo tiến sĩ quản lý giáo dục, name: Quản lý Giáo dục (Tiến sĩ)}"
104,[Program],"{description: Chương trình đào tạo tiến sĩ toán giải tích, name: Toán Giải tích (Tiến sĩ)}"
105,[Program],"{description: Chương trình đào tạo tiến sĩ quản trị kinh doanh, name: Quản trị Kinh doanh (Tiến sĩ)}"
106,[Program],"{description: Chương trình liên thông đại học ngành công nghệ thông tin, name: Liên thông Công nghệ Thông tin}"
107,[Program],"{description: Chương trình liên thông đại học ngành kế toán, name: Liên thông Kế toán}"
108,[Program],"{description: Chương trình liên thông đại học ngành quản trị kinh doanh, name: Liên thông Quản trị Kinh doanh}"
109,[Program],"{description: Chương trình liên thông đại học ngành giáo dục mầm non, name: Liên thông Giáo dục Mầm non}"
110,[Program],"{description: Chương trình liên thông đại học ngành giáo dục tiểu học, name: Liên thông Giáo dục Tiểu học}"
111,[Program],"{description: Chương trình văn bằng hai ngành ngôn ngữ Anh, name: Văn bằng hai Ngôn ngữ Anh}"
112,[Program],"{description: Chương trình văn bằng hai ngành kế toán, name: Văn bằng hai Kế toán}"
113,[Program],"{description: Chương trình văn bằng hai ngành luật, name: Văn bằng hai Luật}"
114,[Program],"{description: Chương trình văn bằng hai ngành quản trị kinh doanh, name: Văn bằng hai Quản trị Kinh doanh}"
115,[Program],"{description: Chương trình văn bằng hai ngành giáo dục tiểu học, name: Văn bằng hai Giáo dục Tiểu học}"
116,[Program],"{description: Chương trình văn bằng hai ngành quản lý giáo dục, name: Văn bằng hai Quản lý Giáo dục}"
117,[Program],"{description: Chương trình vừa làm vừa học ngành quản trị kinh doanh, name: Vừa làm vừa học Quản trị Kinh doanh}"
118,[Program],"{description: Chương trình vừa làm vừa học ngành tài chính ngân hàng, name: Vừa làm vừa học Tài chính - Ngân hàng}"
119,[Program],"{description: Chương trình vừa làm vừa học ngành tài chính kế toán, name: Vừa làm vừa học Tài chính - Kế toán}"
120,[Program],"{description: Chương trình vừa làm vừa học ngành luật, name: Vừa làm vừa học Luật}"
121,[Program],"{description: Chương trình vừa làm vừa học ngành giáo dục tiểu học, name: Vừa làm vừa học Giáo dục Tiểu học}"
122,[Program],"{description: Chương trình vừa làm vừa học ngành giáo dục mầm non, name: Vừa làm vừa học Giáo dục Mầm non}"
123,[Campus],"{description: Cơ sở chính tại Q.5 với diện tích 42.743 m2, name: Cơ sở 273 An Dương Vương}"
124,[Campus],"{description: Cơ sở tại Q.3 với diện tích 4.823 m2, name: Cơ sở 105 Bà Huyện Thanh Quan}"
125,[Campus],"{description: Cơ sở tại Q.1 với diện tích 19.655 m2, name: Cơ sở 04 Tôn Đức Thắng}"
126,[Campus],"{description: Ký túc xá sinh viên tại Q.8 với diện tích 4.800 m2, name: Ký túc xá 99 An Dương Vương}"
127,[InternationalUniversity],"{description: Trường đại học tại Cộng hòa Áo, đối tác liên kết đào tạo chương trình Quản trị Kinh doanh và Quản lý Thương mại Điện tử, name: Đại học Khoa học Ứng dụng IMC Krems}"
128,[InternationalUniversity],"{description: Trường đại học tại Đài Loan, đối tác đào tạo tiếng Hoa, name: Trường Đại học Quốc gia Sư Phạm Đài Loan}"
129,[InternationalUniversity],"{description: Trường đại học tại Vương quốc Anh, đối tác liên kết đào tạo các ngành Công nghệ thông tin, Ngôn ngữ Anh, Sư phạm Anh, Quản trị kinh doanh, Tài chính - Ngân hàng, name: Đại học Huddersfield}"
130,[InternationalOrganization],"{description: Cơ quan chính phủ Singapore cung cấp học bổng Asian Nursing Scholarship, name: Bộ Y tế Singapore}"
131,[InternationalOrganization],"{description: Tập đoàn y tế hàng đầu Singapore cung cấp học bổng và việc làm cho sinh viên, name: Tập đoàn Y tế Quốc gia Singapore (MOHH)}"
132,[InternationalOrganization],"{description: Cơ quan chính phủ Đài Loan cung cấp học bổng cho sinh viên quốc tế, name: Bộ Giáo dục Đài Loan}"
133,[InternationalOrganization],"{description: Tổ chức hợp tác giáo dục giữa Đài Loan và Việt Nam, name: Hiệp hội Phát triển Kinh tế Văn hóa Giáo dục Đài Việt}"
134,[InternationalProgram],"{description: Chương trình liên kết với Đại học Khoa học Ứng dụng IMC Krems (Áo), được Bộ GD&ĐT Việt Nam phê duyệt theo QĐ số 1498/QĐ-BGDĐT, name: Cử nhân Quốc tế Quản trị Kinh doanh và Quản lý Thương mại Điện tử}"
135,[InternationalProgram],"{description: Chương trình liên kết với Hiệp hội Phát triển Kinh tế Văn hóa Giáo dục Đài Việt, bao gồm Hoa ngữ giao tiếp, luyện thi TOCFL và lớp Online, name: Đào tạo tiếng Hoa (Đài Loan)}"
136,[InternationalProgram],"{description: Học bổng toàn phần đào tạo Trợ lý bác sĩ tại Singapore trong 3 năm, trị giá 120.000 SGD, bao gồm sinh hoạt phí, ký túc xá và cơ hội việc làm sau tốt nghiệp, name: Asian Nursing Scholarship}"
137,[InternationalProgram],"{description: Học bổng Cử nhân hệ chính quy và vừa học vừa làm các ngành Kinh tế, Thương mại, Công nghệ tại Đài Loan với hỗ trợ học phí, ký túc xá và thực tập có lương, name: Học bổng Đài Loan}"
138,[InternationalProgram],"{description: Liên kết đào tạo các ngành Công nghệ thông tin, Ngôn ngữ Anh, Sư phạm Anh, Quản trị kinh doanh, Tài chính - Ngân hàng, name: Chương trình chuyển tiếp Đại học Huddersfield}"
139,[InternationalProgram],"{description: Chương trình liên kết với Đại học Huddersfield (Anh) đào tạo Thạc sĩ TESOL, name: Thạc sĩ Giảng dạy tiếng Anh (TESOL)}"
140,[Country],"{description: Quốc gia châu Âu, đối tác trong chương trình liên kết đào tạo Quản trị Kinh doanh, name: Áo}"
141,[Country],"{description: Đối tác trong các chương trình đào tạo tiếng Hoa và học bổng, name: Đài Loan}"
142,[Country],"{description: Quốc gia Đông Nam Á, đối tác trong chương trình học bổng y tế, name: Singapore}"
143,[Country],"{description: Quốc gia châu Âu, đối tác trong các chương trình liên kết đào tạo, name: Anh}"
144,[Country],"{description: Quốc gia Bắc Mỹ, đối tác hợp tác giáo dục, name: Hoa Kỳ}"
145,[Country],"{description: Quốc gia châu Âu/Á, đối tác hợp tác giáo dục, name: Nga}"
146,[Country],"{description: Quốc gia châu Âu, đối tác hợp tác giáo dục, name: Pháp}"
147,[Country],"{description: Quốc gia châu Đại Dương, đối tác hợp tác giáo dục, name: Australia}"
148,[Country],"{description: Quốc gia châu Á, đối tác hợp tác giáo dục, name: Trung Quốc}"
149,[Country],"{description: Quốc gia Đông Nam Á, đối tác hợp tác giáo dục, name: Malaysia}"
150,[Country],"{description: Quốc gia châu Đại Dương, đối tác hợp tác giáo dục, name: New Zealand}"
151,[Country],"{description: Quốc gia châu Âu, đối tác hợp tác giáo dục, name: Thụy Điển}"
152,[ResearchPolicy],"{description: Sinh viên thực hiện đề tài trong 6-9 tháng dưới sự hướng dẫn của giảng viên, theo Quy chế quản lý hoạt động Khoa học và Công nghệ của Trường, name: Đề tài NCKH cấp cơ sở}"
153,[ResearchPolicy],"{description: SV phải có kết quả học tập trung bình trở lên, không bị k luật, không có đề tài bị hy/nghiệm thu không đạt năm trước, name: Điều kiện tham gia NCKH}"
154,[ResearchPolicy],"{description: Được h tr kinh phí, cộng điểm rèn luyện, cấp giấy chứng nhận; đề tài tốt/xuất sắc được thưng, dự thi giải thưng EURÉKA, SV NCKH cấp Bộ, name: Quyền li NCKH}"
155,[ResearchPolicy],"{description: SV có bài báo đăng tạp chí chuyên ngành hoặc báo cáo hội thảo cấp quốc gia/quốc tế được xét thưng và cộng điểm rèn luyện, name: Bài báo khoa học}"
156,[Award],"{description: Giải thưng do Thành Đoàn TP.HCM t chức cho các đề tài NCKH xuất sắc, name: Giải thưng Sinh viên NCKH EURÉKA}"
157,[Award],"{description: Giải thưng do Bộ GD&ĐT t chức cho các đề tài NCKH xuất sắc, name: Giải thưng Sinh viên NCKH cấp Bộ}"
158,[Award],"{description: Giải thưng do Trường Đại học Sài Gòn t chức cho các đề tài NCKH xuất sắc, name: Giải thưng Sinh viên NCKH cấp cơ sở}"
159,[Department],"{description: Phụ trách quản lý hoạt động nghiên cu khoa học của trường, tiếp nhận và xét duyệt các đề tài NCKH, name: Phòng Quản lý Khoa học}"
160,[Department],"{description: Giảng viên phụ trách h tr hoạt động NCKH tại các khoa, name: Tr lý nghiên cu khoa học}"
161,[Journal],"{impactScore: 20 điểm theo Hội đồng Chức danh Giáo sư Nhà nước, phone: (028) 38 321 360, issn: 1859-3208, website: http://sj.sgu.edu.vn/, address: 273 An Dương Vương, Phường 3, Quận 5, TP. Hồ Chí Minh, email: tcdhsg@sgu.edu.vn, description: Tạp chí khoa học công bố kết quả nghiên cứu của cán bộ, giảng viên trường Đại học Sài Gòn, diễn đàn trao đổi kinh nghiệm giảng dạy và học tập, name: Tạp chí Khoa học Đại học Sài Gòn, fullName: Scientific Journal of Saigon University, license: Số 22/GP-BTTTT do Bộ Thông tin và Truyền thông cấp ngày 23/01/2015}"
162,[ArticleRequirement],"{description: Phải nêu rõ mục tiêu nghiên cứu, có kết quả mới, giá trị khoa học và thực tiễn, được phản biện, có chú thích và tài liệu tham khảo, name: Yêu cầu nội dung bài báo}"
163,[ArticleRequirement],"{description: Không quá 12 trang A4 (4000-5000 từ), font Times New Roman 13, giãn dòng 1.5, lề trên 25mm/dưới 20mm/trái 30mm/phải 20mm, name: Yêu cầu hình thức bài báo}"
164,[ArticleRequirement],"{description: Gồm tiêu đề Việt-Anh, tác giả, tóm tắt, từ khóa, nội dung (mở đầu, nội dung chính, kết luận), chú thích, tài liệu tham khảo, name: Cấu trúc bài báo}"
165,[ArticleRequirement],"{description: Theo tiêu chuẩn IEEE (Khoa học Tự nhiên) hoặc APA (Khoa học Xã hội và Giáo dục), name: Trích dẫn tài liệu}"
166,[ArticleRequirement],"{description: Độ phân giải 300dpi trở lên, định dạng vector (EPS, PDF, AI) hoặc ảnh (PNG, JPG, BMP), name: Hình ảnh minh họa}"
167,[Department],"{location: Phòng C010, 273 An Dương Vương, Q.5, TP.HCM, description: Phụ trách biên tập và xuất bản Tạp chí Khoa học Đại học Sài Gòn, name: Ban Biên tập Tạp chí Khoa học}"
168,[SubmissionProcess],"{description: Gửi bài qua email tcdhsg@sgu.edu.vn hoặc nộp trực tiếp tại tòa soạn, name: Quy trình gửi bài}"
169,[SubmissionProcess],"{description: Công trình khoa học mới, chưa công bố, có giá trị khoa học và thực tiễn, viết bằng tiếng Việt hoặc tiếng Anh, name: Yêu cầu bài gửi}"
